#sample_accession	run_accession	paired	Tissue	Sub_Tissue	Origin	Age_Days	Source
SRS3493104	SRR7461089	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493106	SRR7461088	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493105	SRR7461087	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493103	SRR7461086	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493101	SRR7461084	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493102	SRR7461083	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493098	SRR7461082	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493180	SRR7461081	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493099	SRR7461080	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493097	SRR7461079	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493096	SRR7461078	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493094	SRR7461077	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493092	SRR7461076	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493095	SRR7461075	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493093	SRR7461074	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493091	SRR7461073	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493090	SRR7461072	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493088	SRR7461070	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493086	SRR7461068	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493084	SRR7461067	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493085	SRR7461066	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493082	SRR7461065	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493083	SRR7461064	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493081	SRR7461063	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493080	SRR7461062	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493079	SRR7461061	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493078	SRR7461060	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493077	SRR7461059	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493076	SRR7461058	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493075	SRR7461057	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493074	SRR7461056	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493073	SRR7461055	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493072	SRR7461053	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493153	SRR7461052	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493070	SRR7461051	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493068	SRR7461049	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493067	SRR7461048	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493065	SRR7461047	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493066	SRR7461046	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493064	SRR7461045	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493063	SRR7461044	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493061	SRR7461042	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493060	SRR7461041	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493058	SRR7461039	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493057	SRR7461038	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493056	SRR7461037	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493055	SRR7461036	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493054	SRR7461035	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493052	SRR7461034	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493051	SRR7461032	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493050	SRR7461031	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493049	SRR7461030	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493048	SRR7461029	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493045	SRR7461028	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493047	SRR7461027	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493046	SRR7461026	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493044	SRR7461025	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493042	SRR7461023	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493041	SRR7461022	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493040	SRR7461021	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493038	SRR7461020	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493039	SRR7461019	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493037	SRR7461018	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493036	SRR7461017	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493033	SRR7461014	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493032	SRR7461013	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493029	SRR7461012	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493031	SRR7461011	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493030	SRR7461010	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493028	SRR7461009	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493026	SRR7461008	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493027	SRR7461007	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493025	SRR7461006	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493024	SRR7461005	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493022	SRR7461004	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493023	SRR7461003	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493018	SRR7461000	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493013	SRR7460994	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493012	SRR7460993	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493011	SRR7460992	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493010	SRR7460991	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493009	SRR7460990	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493008	SRR7460989	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493007	SRR7460988	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3493006	SRR7460987	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493005	SRR7460986	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493004	SRR7460985	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3493003	SRR7460984	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493001	SRR7460983	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3493000	SRR7460982	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492999	SRR7460981	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492998	SRR7460980	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492997	SRR7460979	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492996	SRR7460978	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492994	SRR7460976	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492993	SRR7460975	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492992	SRR7460974	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492991	SRR7460973	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492990	SRR7460972	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492989	SRR7460971	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492986	SRR7460968	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492987	SRR7460967	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492984	SRR7460966	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492982	SRR7460965	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492983	SRR7460964	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492981	SRR7460963	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492979	SRR7460962	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492980	SRR7460961	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492976	SRR7460959	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492977	SRR7460958	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492975	SRR7460957	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492973	SRR7460956	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492974	SRR7460955	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492972	SRR7460954	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492971	SRR7460953	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492970	SRR7460952	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492968	SRR7460949	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492964	SRR7460946	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492963	SRR7460945	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492962	SRR7460944	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492961	SRR7460943	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492960	SRR7460942	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492959	SRR7460941	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492958	SRR7460940	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492957	SRR7460939	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492956	SRR7460938	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492955	SRR7460937	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492954	SRR7460936	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492953	SRR7460935	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492952	SRR7460934	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492951	SRR7460933	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492950	SRR7460932	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492948	SRR7460931	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492949	SRR7460930	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492945	SRR7460927	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492944	SRR7460926	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3493002	SRR7460925	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492943	SRR7460924	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492942	SRR7460923	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492941	SRR7460922	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492940	SRR7460921	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492939	SRR7460920	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492938	SRR7460919	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492937	SRR7460918	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492936	SRR7460917	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492934	SRR7460916	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492935	SRR7460915	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492933	SRR7460914	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492932	SRR7460913	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492929	SRR7460912	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492931	SRR7460911	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492930	SRR7460910	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492928	SRR7460909	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492927	SRR7460908	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492925	SRR7460906	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492924	SRR7460905	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492923	SRR7460904	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492922	SRR7460903	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492921	SRR7460901	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492918	SRR7460899	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492917	SRR7460898	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492916	SRR7460897	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492915	SRR7460896	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492912	SRR7460894	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492913	SRR7460893	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492911	SRR7460892	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492910	SRR7460891	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492908	SRR7460889	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492907	SRR7460888	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492906	SRR7460887	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492905	SRR7460886	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492904	SRR7460885	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492903	SRR7460884	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492902	SRR7460883	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492901	SRR7460882	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492899	SRR7460880	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492898	SRR7460879	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492897	SRR7460878	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492896	SRR7460877	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492895	SRR7460876	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492894	SRR7460875	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492893	SRR7460874	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492892	SRR7460873	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492890	SRR7460871	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492889	SRR7460870	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492887	SRR7460868	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492886	SRR7460867	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492885	SRR7460866	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492884	SRR7460865	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492882	SRR7460863	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492881	SRR7460862	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492880	SRR7460861	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492879	SRR7460860	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492878	SRR7460859	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492876	SRR7460857	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492875	SRR7460856	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492874	SRR7460855	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492873	SRR7460854	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492872	SRR7460853	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492871	SRR7460852	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492870	SRR7460851	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492869	SRR7460850	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492868	SRR7460849	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492867	SRR7460848	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492865	SRR7460846	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492863	SRR7460844	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492862	SRR7460843	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492861	SRR7460842	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492860	SRR7460841	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492859	SRR7460840	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492858	SRR7460839	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492857	SRR7460838	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492856	SRR7460837	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492855	SRR7460836	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492854	SRR7460835	y	Retina	Retina_Adult.Tissue	Adult.Tissue	.	swaroop_AMD
SRS3492852	SRR7460833	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492851	SRR7460832	y	Retina	Retina_Adult.Tissue.AMD.MGS.4	Adult.Tissue	.	swaroop_AMD
SRS3492850	SRR7460831	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492849	SRR7460830	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492848	SRR7460829	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492847	SRR7460828	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS3492846	SRR7460827	y	Retina	Retina_Adult.Tissue.AMD.MGS.3	Adult.Tissue	.	swaroop_AMD
SRS3492845	SRR7460826	y	Retina	Retina_Adult.Tissue.AMD.MGS.2	Adult.Tissue	.	swaroop_AMD
SRS4653981	SRR8934740	y	Choroid.Plexus	Choroid.Plexus_Adult.Tissue	Adult.Tissue	.	new
SRS4653980	SRR8934741	y	Choroid.Plexus	Choroid.Plexus_Adult.Tissue	Adult.Tissue	.	new
SRS4653978	SRR8934743	y	Choroid.Plexus	Choroid.Plexus_Adult.Tissue	Adult.Tissue	.	new
SRS2154676	SRR5488304	y	Retina	Retina_Fetal.Eye	Fetal.Tissue	33	new
SRS2154677	SRR5488305	y	Retina	Retina_Fetal.Eye	Fetal.Tissue	33	new
SRS2154678	SRR5488306	y	Retina	Retina_Fetal.Eye	Fetal.Tissue	33	new
SRS2154679	SRR5488307	y	Retina	Retina_Fetal.Eye	Fetal.Tissue	39	new
SRS2154680	SRR5488308	y	Retina	Retina_Fetal.Eye	Fetal.Tissue	46	new
