#sample_accession	run_accession	paired	Tissue	Sub_Tissue	Origin	Age_Days	Source
SRS524460	SRR1075004	y	Esophagus	.Esophagus_Muscularis.	Adult.Tissue	.	old
SRS524467	SRR1075174	y	Pancreas	.Pancreas.	Adult.Tissue	.	old
SRS524468	SRR1075198	y	Spleen	.Spleen.	Adult.Tissue	.	old
SRS524474	SRR1075336	y	Pancreas	.Pancreas.	Adult.Tissue	.	old
SRS524477	SRR1075408	y	Skin	.Cells_Transformed.fibroblasts.	Cell.Line	.	old
SRS524478	SRR1075433	y	Brain	.Brain_Caudate.(basal.ganglia).	Adult.Tissue	.	old
SRS524479	SRR1075458	y	Esophagus	.Esophagus_Mucosa.	Adult.Tissue	.	old
SRS524503	SRR1075729	y	Colon	.Colon_Transverse.	Adult.Tissue	.	old
SRS524504	SRR1075752	y	Skin	.Cells_Transformed.fibroblasts.	Cell.Line	.	old
SRS524506	SRR1075825	y	Nerve	.Nerve_Tibial.	Adult.Tissue	.	old
SRS524515	SRR1076022	y	Liver	.Liver.	Adult.Tissue	.	old
SRS524516	SRR1076046	y	Small.Intestine	.Small.Intestine_Terminal.Ileum.	Adult.Tissue	.	old
SRS524523	SRR1076219	y	Breast	.Breast_Mammary.Tissue.	Adult.Tissue	.	old
SRS524534	SRR1076441	y	Breast	.Breast_Mammary.Tissue.	Adult.Tissue	.	old
SRS524543	SRR1076657	y	Skin	.Cells_Transformed.fibroblasts.	Cell.Line	.	old
SRS524549	SRR1076801	y	Esophagus	.Esophagus_Mucosa.	Adult.Tissue	.	old
SRS524554	SRR1076916	y	Blood.Vessel	.Artery_Coronary.	Adult.Tissue	.	old
SRS524577	SRR1077405	y	Brain	.Brain_Frontal.Cortex.(BA9).	Adult.Tissue	.	old
SRS524584	SRR1077575	y	Esophagus	.Esophagus_Muscularis.	Adult.Tissue	.	old
SRS524586	SRR1077619	y	Esophagus	.Esophagus_Mucosa.	Adult.Tissue	.	old
SRS524589	SRR1077687	y	Brain	.Brain_Amygdala.	Adult.Tissue	.	old
SRS524614	SRR1078258	y	Breast	.Breast_Mammary.Tissue.	Adult.Tissue	.	old
SRS524620	SRR1078392	y	Salivary.Gland	.Minor.Salivary.Gland.	Adult.Tissue	.	old
SRS524627	SRR1078562	y	Esophagus	.Esophagus_Muscularis.	Adult.Tissue	.	old
SRS524636	SRR1078783	y	Esophagus	.Esophagus_Muscularis.	Adult.Tissue	.	old
SRS524645	SRR1078998	y	Skin	.Cells_Transformed.fibroblasts.	Cell.Line	.	old
SRS524653	SRR1079189	y	Blood.Vessel	.Artery_Coronary.	Adult.Tissue	.	old
SRS524656	SRR1079259	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS524666	SRR1079480	y	Esophagus	.Esophagus_Muscularis.	Adult.Tissue	.	old
SRS524677	SRR1079730	y	Esophagus	.Esophagus_Mucosa.	Adult.Tissue	.	old
SRS524679	SRR1079782	y	Spleen	.Spleen.	Adult.Tissue	.	old
SRS524688	SRR1079998	y	Blood.Vessel	.Artery_Aorta.	Adult.Tissue	.	old
SRS524696	SRR1080143	y	Esophagus	.Esophagus_Mucosa.	Adult.Tissue	.	old
SRS524697	SRR1080172	y	Brain	.Brain_Hypothalamus.	Adult.Tissue	.	old
SRS524701	SRR1080270	y	Adipose.Tissue	.Adipose_Subcutaneous.	Adult.Tissue	.	old
SRS524713	SRR1080560	y	Skin	.Cells_Transformed.fibroblasts.	Cell.Line	.	old
SRS524723	SRR1080790	y	Salivary.Gland	.Minor.Salivary.Gland.	Adult.Tissue	.	old
SRS524725	SRR1080835	y	Brain	.Brain_Hypothalamus.	Adult.Tissue	.	old
SRS524762	SRR1081712	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS524804	SRR1082544	y	Pancreas	.Pancreas.	Adult.Tissue	.	old
SRS524810	SRR1082685	y	Pituitary	.Pituitary.	Adult.Tissue	.	old
SRS524819	SRR1082909	y	Thyroid	.Thyroid.	Adult.Tissue	.	old
SRS524826	SRR1083076	y	Blood.Vessel	.Artery_Aorta.	Adult.Tissue	.	old
SRS524829	SRR1083149	y	Stomach	.Stomach.	Adult.Tissue	.	old
SRS524836	SRR1083311	y	Adipose.Tissue	.Adipose_Subcutaneous.	Adult.Tissue	.	old
SRS524842	SRR1083456	y	Colon	.Colon_Transverse.	Adult.Tissue	.	old
SRS524843	SRR1083480	y	Esophagus	.Esophagus_Mucosa.	Adult.Tissue	.	old
SRS524844	SRR1083504	y	Colon	.Colon_Sigmoid.	Adult.Tissue	.	old
SRS524848	SRR1083604	y	Blood.Vessel	.Artery_Aorta.	Adult.Tissue	.	old
SRS524857	SRR1083824	y	Adrenal.Gland	.Adrenal.Gland.	Adult.Tissue	.	old
SRS524861	SRR1083918	y	Adipose.Tissue	.Adipose_Visceral.(Omentum).	Adult.Tissue	.	old
SRS524873	SRR1084204	y	Skin	.Cells_Transformed.fibroblasts.	Cell.Line	.	old
SRS524893	SRR1084674	y	Breast	.Breast_Mammary.Tissue.	Adult.Tissue	.	old
SRS524894	SRR1084698	y	Esophagus	.Esophagus_Muscularis.	Adult.Tissue	.	old
SRS524900	SRR1084842	y	Brain	.Brain_Frontal.Cortex.(BA9).	Adult.Tissue	.	old
SRS524910	SRR1085087	y	Spleen	.Spleen.	Adult.Tissue	.	old
SRS524916	SRR1085235	y	Colon	.Colon_Transverse.	Adult.Tissue	.	old
SRS524927	SRR1085495	y	Brain	.Brain_Frontal.Cortex.(BA9).	Adult.Tissue	.	old
SRS524938	SRR1085759	y	Kidney	.Kidney_Cortex.	Adult.Tissue	.	old
SRS524944	SRR1085900	y	Esophagus	.Esophagus_Gastroesophageal.Junction.	Adult.Tissue	.	old
SRS524962	SRR1086304	y	Heart	.Heart_Left.Ventricle.	Adult.Tissue	.	old
SRS524970	SRR1086490	y	Esophagus	.Esophagus_Muscularis.	Adult.Tissue	.	old
SRS524979	SRR1086702	y	Esophagus	.Esophagus_Muscularis.	Adult.Tissue	.	old
SRS524981	SRR1086752	y	Esophagus	.Esophagus_Muscularis.	Adult.Tissue	.	old
SRS524992	SRR1087007	y	Liver	.Liver.	Adult.Tissue	.	old
SRS525023	SRR1087752	y	Colon	.Colon_Transverse.	Adult.Tissue	.	old
SRS525027	SRR1087850	y	Skin	.Skin_Sun.Exposed.(Lower.leg).	Adult.Tissue	.	old
SRS525085	SRR1088365	y	Adrenal.Gland	.Adrenal.Gland.	Adult.Tissue	.	old
SRS525086	SRR1088389	y	Brain	.Brain_Hippocampus.	Adult.Tissue	.	old
SRS525095	SRR1088606	y	Blood.Vessel	.Artery_Coronary.	Adult.Tissue	.	old
SRS525133	SRR1089230	y	Spleen	.Spleen.	Adult.Tissue	.	old
SRS525140	SRR1089504	y	Kidney	.Kidney_Cortex.	Adult.Tissue	.	old
SRS525164	SRR1089595	y	Skin	.Cells_Transformed.fibroblasts.	Cell.Line	.	old
SRS525189	SRR1090022	y	Small.Intestine	.Small.Intestine_Terminal.Ileum.	Adult.Tissue	.	old
SRS525201	SRR1090310	y	Esophagus	.Esophagus_Muscularis.	Adult.Tissue	.	old
SRS525216	SRR1090674	y	Breast	.Breast_Mammary.Tissue.	Adult.Tissue	.	old
SRS525236	SRR1090984	y	Spleen	.Spleen.	Adult.Tissue	.	old
SRS525257	SRR1091144	y	Pancreas	.Pancreas.	Adult.Tissue	.	old
SRS525275	SRR1091500	y	Spleen	.Spleen.	Adult.Tissue	.	old
SRS525281	SRR1091622	y	Blood.Vessel	.Artery_Coronary.	Adult.Tissue	.	old
SRS525293	SRR1091918	y	Blood	.Cells_EBV-transformed.lymphocytes.	Cell.Line	.	old
SRS525320	SRR1092567	y	Thyroid	.Thyroid.	Adult.Tissue	.	old
SRS525328	SRR1092749	y	Colon	.Colon_Transverse.	Adult.Tissue	.	old
SRS525337	SRR1092961	y	Skin	.Cells_Transformed.fibroblasts.	Cell.Line	.	old
SRS525355	SRR1093366	y	Colon	.Colon_Sigmoid.	Adult.Tissue	.	old
SRS525360	SRR1093483	y	Blood	.Cells_EBV-transformed.lymphocytes.	Cell.Line	.	old
SRS525377	SRR1093861	y	Liver	.Liver.	Adult.Tissue	.	old
SRS525396	SRR1094312	y	Spleen	.Spleen.	Adult.Tissue	.	old
SRS525966	SRR1094430	y	Blood.Vessel	.Artery_Aorta.	Adult.Tissue	.	old
SRS525970	SRR1094531	y	Small.Intestine	.Small.Intestine_Terminal.Ileum.	Adult.Tissue	.	old
SRS525994	SRR1095675	y	Colon	.Colon_Transverse.	Adult.Tissue	.	old
SRS526004	SRR1095913	y	Liver	.Liver.	Adult.Tissue	.	old
SRS526012	SRR1096101	y	Pituitary	.Pituitary.	Adult.Tissue	.	old
SRS526015	SRR1096149	y	Blood.Vessel	.Artery_Aorta.	Adult.Tissue	.	old
SRS526026	SRR1096383	y	Adipose.Tissue	.Adipose_Subcutaneous.	Adult.Tissue	.	old
SRS526027	SRR1096408	y	Skin	.Skin_Not.Sun.Exposed.(Suprapubic).	Adult.Tissue	.	old
SRS526037	SRR1096547	y	Breast	.Breast_Mammary.Tissue.	Adult.Tissue	.	old
SRS526059	SRR1096806	y	Nerve	.Nerve_Tibial.	Adult.Tissue	.	old
SRS526081	SRR1097245	y	Salivary.Gland	.Minor.Salivary.Gland.	Adult.Tissue	.	old
SRS526093	SRR1097594	y	Blood	.Cells_EBV-transformed.lymphocytes.	Cell.Line	.	old
SRS526097	SRR1097688	y	Skin	.Cells_Transformed.fibroblasts.	Cell.Line	.	old
SRS526121	SRR1098002	y	Colon	.Colon_Transverse.	Adult.Tissue	.	old
SRS526134	SRR1098312	y	Blood.Vessel	.Artery_Coronary.	Adult.Tissue	.	old
SRS526135	SRR1098336	y	Brain	.Brain_Putamen.(basal.ganglia).	Adult.Tissue	.	old
SRS526149	SRR1098660	y	Colon	.Colon_Transverse.	Adult.Tissue	.	old
SRS526157	SRR1098855	y	Stomach	.Stomach.	Adult.Tissue	.	old
SRS526178	SRR1099354	y	Colon	.Colon_Transverse.	Adult.Tissue	.	old
SRS526545	SRR1099881	y	Small.Intestine	.Small.Intestine_Terminal.Ileum.	Adult.Tissue	.	old
SRS526546	SRR1099905	y	Stomach	.Stomach.	Adult.Tissue	.	old
SRS526561	SRR1100370	y	Blood.Vessel	.Artery_Aorta.	Adult.Tissue	.	old
SRS526571	SRR1100608	y	Salivary.Gland	.Minor.Salivary.Gland.	Adult.Tissue	.	old
SRS526587	SRR1100965	y	Esophagus	.Esophagus_Gastroesophageal.Junction.	Adult.Tissue	.	old
SRS526593	SRR1101085	y	Adipose.Tissue	.Adipose_Visceral.(Omentum).	Adult.Tissue	.	old
SRS526595	SRR1101128	y	Blood.Vessel	.Artery_Aorta.	Adult.Tissue	.	old
SRS526628	SRR1101483	y	Blood	.Whole.Blood.	Adult.Tissue	.	old
SRS526662	SRR1101765	y	Spleen	.Spleen.	Adult.Tissue	.	old
SRS526682	SRR1102248	y	Skin	.Cells_Transformed.fibroblasts.	Cell.Line	.	old
SRS526702	SRR1102729	y	Esophagus	.Esophagus_Mucosa.	Adult.Tissue	.	old
SRS526713	SRR1102973	y	Esophagus	.Esophagus_Mucosa.	Adult.Tissue	.	old
SRS527991	SRR1105174	y	Spleen	.Spleen.	Adult.Tissue	.	old
SRS528005	SRR1105369	y	Blood	.Cells_EBV-transformed.lymphocytes.	Cell.Line	.	old
SRS534951	SRR1120891	y	Colon	.Colon_Transverse.	Adult.Tissue	.	old
SRS534952	SRR1120913	y	Adrenal.Gland	.Adrenal.Gland.	Adult.Tissue	.	old
SRS534953	SRR1120939	y	Liver	.Liver.	Adult.Tissue	.	old
SRS534957	SRR1121031	y	Esophagus	.Esophagus_Mucosa.	Adult.Tissue	.	old
SRS542573	SRR1142089	n	Cornea	Cornea_Limbus	Adult.Tissue	.	old
SRS542574	SRR1142090	n	Cornea	Cornea_Limbus	Adult.Tissue	.	old
SRS542575	SRR1142091	n	EyeLid	EyeLid_Adult.Tissue	Adult.Tissue	.	old
SRS542576	SRR1142092	n	EyeLid	EyeLid_Adult.Tissue	Adult.Tissue	.	old
SRS542579	SRR1142096	n	EyeLid	EyeLid_Adult.Tissue	Adult.Tissue	.	old
SRS542580	SRR1142095	n	EyeLid	EyeLid_Adult.Tissue	Adult.Tissue	.	old
SRS623860	SRR1308357	y	Esophagus	.Esophagus_Gastroesophageal.Junction.	Adult.Tissue	.	old
SRS623878	SRR1308778	y	Adrenal.Gland	.Adrenal.Gland.	Adult.Tissue	.	old
SRS623923	SRR1309833	y	Esophagus	.Esophagus_Gastroesophageal.Junction.	Adult.Tissue	.	old
SRS623927	SRR1309920	y	Skin	.Skin_Not.Sun.Exposed.(Suprapubic).	Adult.Tissue	.	old
SRS623942	SRR1310231	y	Adrenal.Gland	.Adrenal.Gland.	Adult.Tissue	.	old
SRS623952	SRR1310433	y	Liver	.Liver.	Adult.Tissue	.	old
SRS623961	SRR1310623	y	Brain	.Brain_Spinal.cord.(cervical.c-1).	Adult.Tissue	.	old
SRS623978	SRR1310975	y	Lung	.Lung.	Adult.Tissue	.	old
SRS624005	SRR1311464	y	Colon	.Colon_Transverse.	Adult.Tissue	.	old
SRS624008	SRR1311531	y	Adrenal.Gland	.Adrenal.Gland.	Adult.Tissue	.	old
SRS624039	SRR1312103	y	Brain	.Brain_Caudate.(basal.ganglia).	Adult.Tissue	.	old
SRS624051	SRR1312388	y	Stomach	.Stomach.	Adult.Tissue	.	old
SRS624497	SRR1313560	y	Heart	.Heart_Left.Ventricle.	Adult.Tissue	.	old
SRS624521	SRR1313932	y	Brain	.Brain_Putamen.(basal.ganglia).	Adult.Tissue	.	old
SRS624987	SRR1314940	y	Kidney	.Kidney_Cortex.	Adult.Tissue	.	old
SRS625003	SRR1315269	y	Brain	.Brain_Cortex.	Adult.Tissue	.	old
SRS625006	SRR1315331	y	Esophagus	.Esophagus_Mucosa.	Adult.Tissue	.	old
SRS625010	SRR1315412	y	Salivary.Gland	.Minor.Salivary.Gland.	Adult.Tissue	.	old
SRS625189	SRR1315721	y	Brain	.Brain_Hypothalamus.	Adult.Tissue	.	old
SRS625200	SRR1315949	y	Brain	.Brain_Hypothalamus.	Adult.Tissue	.	old
SRS625205	SRR1316055	y	Esophagus	.Esophagus_Mucosa.	Adult.Tissue	.	old
SRS625226	SRR1316254	y	Brain	.Brain_Substantia.nigra.	Adult.Tissue	.	old
SRS625232	SRR1316392	y	Brain	.Brain_Anterior.cingulate.cortex.(BA24).	Adult.Tissue	.	old
SRS625313	SRR1316793	y	Thyroid	.Thyroid.	Adult.Tissue	.	old
SRS625328	SRR1317110	y	Colon	.Colon_Sigmoid.	Adult.Tissue	.	old
SRS625333	SRR1317201	y	Skin	.Skin_Not.Sun.Exposed.(Suprapubic).	Adult.Tissue	.	old
SRS625351	SRR1317470	y	Skin	.Skin_Sun.Exposed.(Lower.leg).	Adult.Tissue	.	old
SRS625381	SRR1317685	y	Skin	.Skin_Not.Sun.Exposed.(Suprapubic).	Adult.Tissue	.	old
SRS625400	SRR1318089	y	Salivary.Gland	.Minor.Salivary.Gland.	Adult.Tissue	.	old
SRS625420	SRR1318503	y	Pancreas	.Pancreas.	Adult.Tissue	.	old
SRS625436	SRR1318541	y	Blood.Vessel	.Artery_Aorta.	Adult.Tissue	.	old
SRS625461	SRR1319078	y	Stomach	.Stomach.	Adult.Tissue	.	old
SRS625471	SRR1319283	y	Thyroid	.Thyroid.	Adult.Tissue	.	old
SRS625496	SRR1319816	y	Brain	.Brain_Amygdala.	Adult.Tissue	.	old
SRS625537	SRR1320536	y	Adrenal.Gland	.Adrenal.Gland.	Adult.Tissue	.	old
SRS625590	SRR1321462	y	Brain	.Brain_Putamen.(basal.ganglia).	Adult.Tissue	.	old
SRS625591	SRR1321483	y	Small.Intestine	.Small.Intestine_Terminal.Ileum.	Adult.Tissue	.	old
