sample_accession	run_accession	setup
SRS408756	GTEX.WWYW.0011.R7A.SM.3NB3H.1	paired
SRS408837	GTEX.WWYW.0011.R8A.SM.3NB3S.1	paired
SRS408281	GTEX.WWYW.3126.SM.3NB39.1	paired
SRS524900	GTEX.WZTO.0011.R10B.SM.4E3KB.1	paired
SRS524290	GTEX.WZTO.0011.R6B.SM.4E3J6.1	paired
SRS408827	GTEX.WZTO.2926.SM.3NM9I.1	paired
SRS649619	GTEX.X4EP.0011.R10B.SM.4QASJ.1	paired
SRS644428	GTEX.X4EP.0011.R11B.SM.4QASK.1	paired
SRS408292	GTEX.X4EP.0011.R1A.SM.3P624.1	paired
SRS408292	GTEX.X4EP.0011.R1A.SM.3P624.2	paired
SRS408292	GTEX.X4EP.0011.R1A.SM.3P624.3	paired
SRS408886	GTEX.X4EP.0011.R2B.SM.3P625.1	paired
SRS408886	GTEX.X4EP.0011.R2B.SM.3P625.2	paired
SRS408886	GTEX.X4EP.0011.R2B.SM.3P625.3	paired
SRS408660	GTEX.X4EP.0011.R3A.SM.3P626.1	paired
SRS408781	GTEX.X4EP.0011.R4B.SM.3P627.1	paired
SRS629969	GTEX.X4EP.0011.R7B.SM.4PQZW.1	paired
SRS644670	GTEX.X4EP.0011.R8B.SM.4QASL.1	paired
SRS631483	GTEX.X4EP.0011.R9B.SM.4QASI.1	paired
SRS408309	GTEX.X4EP.3026.SM.3P5YP.1	paired
SRS408309	GTEX.X4EP.3026.SM.3P5YP.2	paired
SRS408309	GTEX.X4EP.3026.SM.3P5YP.3	paired
SRS524927	GTEX.X4XX.0011.R10B.SM.46MWO.1	paired
SRS408677	GTEX.X4XX.0011.R1B.SM.3P622.1	paired
SRS408677	GTEX.X4XX.0011.R1B.SM.3P622.2	paired
SRS408677	GTEX.X4XX.0011.R1B.SM.3P622.3	paired
SRS408661	GTEX.X4XX.0011.R2A.SM.3P623.1	paired
SRS408661	GTEX.X4XX.0011.R2A.SM.3P623.2	paired
SRS408661	GTEX.X4XX.0011.R2A.SM.3P623.3	paired
SRS526002	GTEX.X4XX.0011.R4B.SM.46MWL.1	paired
SRS524973	GTEX.X4XX.0011.R5A.SM.46MWN.1	paired
SRS524517	GTEX.X4XX.0011.R6B.SM.46MWP.1	paired
SRS526135	GTEX.X4XX.0011.R7A.SM.46MWR.1	paired
SRS524725	GTEX.X4XX.0011.R8B.SM.46MWM.1	paired
SRS524577	GTEX.X4XY.0011.R10B.SM.46MWS.1	paired
SRS525086	GTEX.X585.0011.R1B.SM.46MVE.1	paired
SRS524993	GTEX.X585.0011.R6A.SM.46MVJ.1	paired
SRS526615	GTEX.XLM4.0011.R3B.SM.4AT6E.1	paired
SRS524589	GTEX.XLM4.0011.R4B.SM.4AT5C.1	paired
SRS524478	GTEX.XOTO.0011.R5A.SM.4B657.1	paired
SRS648222	GTEX.Y8DK.0011.R5B.SM.4RTW6.1	paired
SRS645847	GTEX.YFC4.0011.R2a.SM.4V6DZ.1	paired
SRS648240	GTEX.YFC4.0011.R7b.SM.4V6E2.1	paired
SRS625706	GTEX.YFC4.0011.R9a.SM.4SOK4.1	paired
SRS648372	GTEX.YFC4.3126.SM.5PNV6.1	paired
SRS650139	GTEX.YJ89.0011.R2b.SM.4RGLT.1	paired
SRS636057	GTEX.Z93S.0011.R2a.SM.4RGNG.1	paired
SRS639352	GTEX.Z93S.2926.SM.57WB9.1	paired
SRS639544	GTEX.ZAB4.0011.R3a.SM.4RGNQ.1	paired
SRS626617	GTEX.ZAB4.2926.SM.57WCV.1	paired
SRS639350	GTEX.ZDXO.0011.R3a.SM.4WKFS.1	paired
SRS648279	GTEX.ZDXO.0011.R6a.SM.4WWCT.1	paired
SRS627760	GTEX.ZE7O.0011.R11a.SM.57WBC.1	paired
SRS644578	GTEX.ZE7O.0011.R1a.SM.57WDM.1	paired
SRS650166	GTEX.ZE7O.0011.R6a.SM.57WCI.1	paired
SRS644376	GTEX.ZF28.0011.R11a.SM.4WWEI.1	paired
SRS631340	GTEX.ZF28.0011.R7a.SM.4WKF5.1	paired
SRS627937	GTEX.ZUA1.0011.R10a.SM.51MT6.1	paired
SRS634878	GTEX.ZUA1.0011.R3a.SM.4YCEE.1	paired
SRS644407	GTEX.ZUA1.0011.R5b.SM.51MTG.1	paired
SRS646048	GTEX.ZV68.0011.R2a.SM.4YCDK.1	paired
SRS636699	GTEX.ZV68.0011.R5a.SM.4YCDW.1	paired
SRS644577	GTEX.ZV68.0011.R6a.SM.51MSR.1	paired
SRS637986	GTEX.ZVT3.0011.R11b.SM.57WBI.1	paired
SRS633738	GTEX.ZVT3.0011.R7a.SM.57WCO.1	paired
SRS636575	GTEX.ZVT3.3026.SM.5E43N.1	paired
SRS645785	GTEX.ZVZQ.0011.R10b.SM.51MRT.1	paired
SRS650089	GTEX.ZVZQ.0011.R11a.SM.51MS6.1	paired
SRS649455	GTEX.ZVZQ.0011.R1a.SM.57WBU.1	paired
SRS627529	GTEX.ZVZQ.0011.R3a.SM.57WC7.1	paired
SRS638243	GTEX.ZVZQ.0011.R4b.SM.57WCZ.1	paired
SRS637287	GTEX.ZVZQ.0011.R8a.SM.51MR5.1	paired
SRS639452	GTEX.ZYFD.3026.SM.5E44C.1	paired
SRS649723	GTEX.11DXW.0626.SM.5N9ER.1	paired
SRS636146	GTEX.11LCK.2426.SM.5HL5F.1	paired
SRS634783	GTEX.11P81.1926.SM.5BC53.1	paired
SRS627812	GTEX.11TUW.1826.SM.5BC5D.1	paired
SRS627803	GTEX.1314G.1226.SM.5BC6D.1	paired
SRS627530	GTEX.131XW.0726.SM.5EGK3.1	paired
SRS629227	GTEX.131YS.0626.SM.5EGKL.1	paired
SRS649733	GTEX.13CF2.2026.SM.5K7VI.1	paired
SRS638061	GTEX.13D11.1026.SM.5IJFB.1	paired
SRS645800	GTEX.13O3P.0826.SM.5L3DH.1	paired
SRS645886	GTEX.14753.2426.SM.5LU8U.1	paired
SRS526037	GTEX.QVJO.1826.SM.447C9.1	paired
SRS525216	GTEX.R55D.0826.SM.48FEA.1	paired
SRS524534	GTEX.REY6.2426.SM.48FF5.1	paired
SRS628815	GTEX.RU1J.0626.SM.4WAWY.1	paired
SRS524893	GTEX.S33H.0326.SM.4AD6N.1	paired
SRS389115	GTEX.T6MO.0326.SM.32QOK.1	paired
SRS524614	GTEX.U3ZN.1926.SM.4DXSG.1	paired
SRS408421	GTEX.WRHU.0326.SM.3MJFY.1	paired
SRS524523	GTEX.X4XY.0926.SM.4E3JD.1	paired
SRS645992	GTEX.XMD2.0926.SM.4WWEF.1	paired
SRS644544	GTEX.Y114.2026.SM.4TT7L.1	paired
SRS644015	GTEX.YJ8O.2226.SM.5IFHW.1	paired
SRS644195	GTEX.ZDTT.2126.SM.5S2O7.1	paired
SRS648491	GTEX.ZF2S.2026.SM.5E461.1	paired
SRS639542	GTEX.ZT9W.2026.SM.51MRA.1	paired
SRS634545	GTEX.ZVT4.1026.SM.57WC4.1	paired
SRS646047	GTEX.ZVTK.0326.SM.51MRR.1	paired
SRS639392	GTEX.ZVZQ.0826.SM.51MRF.1	paired
SRS629778	GTEX.ZY6K.1626.SM.5GZWV.1	paired
SRS526065	GTEX.S32W.1526.SM.4AD6Z.1	paired
SRS526010	GTEX.S32W.1626.SM.4AD6G.1	paired
SRS525104	GTEX.S341.1126.SM.4AD6T.1	paired
SRS526147	GTEX.S341.1326.SM.4AD72.1	paired
SRS525151	GTEX.S4UY.1426.SM.4AD6Y.1	paired
SRS524469	GTEX.T5JW.0726.SM.4DM6D.1	paired
SRS524570	GTEX.T6MO.1426.SM.4DM73.1	paired
SRS628385	GTEX.TML8.0726.SM.4DXTT.1	paired
SRS525181	GTEX.TSE9.2726.SM.4DXSQ.1	paired
SRS526072	GTEX.TSE9.2826.SM.4DXTF.1	paired
SRS526092	GTEX.U3ZN.1626.SM.4DXTZ.1	paired
SRS648825	GTEX.111CU.1426.SM.5GZYP.1	paired
SRS626603	GTEX.1122O.1426.SM.5H11R.1	paired
SRS634450	GTEX.117YX.0526.SM.5EGJH.1	paired
SRS624005	GTEX.117YX.0826.SM.5H11J.1	paired
SRS627185	GTEX.11EQ9.1526.SM.5PNY7.1	paired
SRS645873	GTEX.11GS4.1826.SM.5HL4T.1	paired
SRS639517	GTEX.11ILO.2026.SM.5N9CQ.1	paired
SRS638551	GTEX.11ONC.1926.SM.5GU75.1	paired
SRS623973	GTEX.11P81.1126.SM.5GU5G.1	paired
SRS639324	GTEX.11TUW.2326.SM.5EQMO.1	paired
SRS636149	GTEX.11VI4.1526.SM.5EQKC.1	paired
SRS637734	GTEX.11ZU8.1126.SM.5EQ5K.1	paired
SRS648702	GTEX.1211K.1826.SM.5EGJ2.1	paired
SRS644506	GTEX.12696.1926.SM.5EGJT.1	paired
SRS645711	GTEX.12WSD.2626.SM.5EGJE.1	paired
SRS636235	GTEX.12ZZW.2426.SM.5DUWE.1	paired
SRS645794	GTEX.13113.1426.SM.5EGHU.1	paired
SRS627758	GTEX.133LE.1526.SM.5IFEN.1	paired
SRS650087	GTEX.1399R.2226.SM.5P9JB.1	paired
SRS624085	GTEX.139T6.1426.SM.5P9J7.1	paired
SRS648196	GTEX.139UW.2326.SM.5KM1Y.1	paired
SRS629567	GTEX.13D11.0626.SM.5LZYY.1	paired
SRS633791	GTEX.13FH7.1626.SM.5J2O9.1	paired
SRS650153	GTEX.13FHP.2426.SM.5KLZ5.1	paired
SRS648408	GTEX.13O61.1626.SM.5KM3T.1	paired
SRS648118	GTEX.13OVI.2026.SM.5J1MU.1	paired
SRS636071	GTEX.13OVI.2126.SM.5KM3U.1	paired
SRS637877	GTEX.13OVJ.1826.SM.5KM2D.1	paired
SRS627302	GTEX.13PVQ.2726.SM.5L3H7.1	paired
SRS644570	GTEX.13PVR.1726.SM.5Q5EC.1	paired
SRS627935	GTEX.144GN.1126.SM.5LU33.1	paired
SRS625328	GTEX.148VJ.2426.SM.5NQ9Y.1	paired
SRS627948	GTEX.14E6E.1726.SM.5S2R6.1	paired
SRS408724	GTEX.OHPM.1426.SM.3TW8Y.1	paired
SRS408436	GTEX.P78B.1726.SM.3P5ZV.1	paired
SRS524248	GTEX.PWN1.1426.SM.48TDF.1	paired
SRS526121	GTEX.PX3G.1426.SM.48U1J.1	paired
SRS526178	GTEX.Q2AI.0926.SM.48U1F.1	paired
SRS524916	GTEX.QDVN.1326.SM.48TZ3.1	paired
SRS525328	GTEX.R55G.1226.SM.48FDC.1	paired
SRS525202	GTEX.S341.1426.SM.4AD6U.1	paired
SRS526661	GTEX.S4UY.0826.SM.4AD4Z.1	paired
SRS525023	GTEX.SNMC.1126.SM.4DM5M.1	paired
SRS524842	GTEX.T5JW.1126.SM.4DM5V.1	paired
SRS525994	GTEX.U3ZM.1126.SM.4DXUB.1	paired
SRS534951	GTEX.U3ZN.2126.SM.4DXU1.1	paired
SRS524503	GTEX.UPIC.1726.SM.4IHKG.1	paired
SRS524844	GTEX.WFG8.1726.SM.4LVM6.1	paired
SRS526149	GTEX.WFON.1426.SM.4LVMT.1	paired
SRS524387	GTEX.XMK1.1726.SM.4B64Z.1	paired
SRS525313	GTEX.XPVG.1826.SM.4B64X.1	paired
SRS525355	GTEX.XV7Q.2226.SM.4BRVY.1	paired
SRS627180	GTEX.YECK.2826.SM.5IFHF.1	paired
SRS629766	GTEX.ZAJG.2626.SM.5S2NU.1	paired
SRS629356	GTEX.ZF2S.1826.SM.4WKFF.1	paired
SRS638540	GTEX.ZPIC.2226.SM.57WDX.1	paired
SRS627071	GTEX.ZQG8.2426.SM.57WEE.1	paired
SRS627694	GTEX.ZVT2.1726.SM.51MRO.1	paired
SRS645780	GTEX.ZVZQ.2626.SM.59HLB.1	paired
SRS649610	GTEX.1122O.1726.SM.5GICM.1	paired
SRS648366	GTEX.113JC.1026.SM.5H117.1	paired
SRS629719	GTEX.117YW.1926.SM.5H121.1	paired
SRS623860	GTEX.11DXY.1326.SM.5987Z.1	paired
SRS625205	GTEX.11EI6.1526.SM.5P9GL.1	paired
SRS623923	GTEX.11I78.1626.SM.5A5M2.1	paired
SRS631286	GTEX.11LCK.1526.SM.5HL64.1	paired
SRS650116	GTEX.11UD2.1526.SM.5EQLQ.1	paired
SRS625006	GTEX.11XUK.0826.SM.5GU6P.1	paired
SRS643903	GTEX.11XUK.0926.SM.5EQL3.1	paired
SRS644504	GTEX.11ZUS.0926.SM.5FQSY.1	paired
SRS648560	GTEX.12696.1526.SM.5EGL6.1	paired
SRS624042	GTEX.13111.0826.SM.5LZV3.1	paired
SRS644450	GTEX.13113.1026.SM.5LZWM.1	paired
SRS645695	GTEX.133LE.0726.SM.5P9IZ.1	paired
SRS628339	GTEX.1399U.1226.SM.5K7XT.1	paired
SRS627779	GTEX.13CF3.1526.SM.5J2NB.1	paired
SRS624519	GTEX.13D11.1826.SM.5J2NM.1	paired
SRS644557	GTEX.13FLV.1326.SM.5L3EJ.1	paired
SRS639310	GTEX.13OVI.2626.SM.5KM4T.1	paired
SRS626195	GTEX.13OVJ.1326.SM.5K7Z9.1	paired
SRS646057	GTEX.13OW8.2426.SM.5L3ID.1	paired
SRS644184	GTEX.13PL7.0526.SM.5J2MQ.1	paired
SRS644214	GTEX.13PVQ.1826.SM.5L3GU.1	paired
SRS639425	GTEX.13PVR.1826.SM.5Q5CC.1	paired
SRS644560	GTEX.13RTK.0426.SM.5RQHT.1	paired
SRS631329	GTEX.13VXU.1126.SM.5LU3U.1	paired
SRS648619	GTEX.13W3W.1826.SM.5IJDE.1	paired
SRS645768	GTEX.13X6H.1526.SM.5Q5E2.1	paired
SRS625550	GTEX.146FH.1926.SM.5Q5B2.1	paired
SRS637899	GTEX.148VI.1226.SM.5RQJR.1	paired
SRS631318	GTEX.1497J.2726.SM.5SI9W.1	paired
SRS628425	GTEX.14A5H.1826.SM.5NQAB.1	paired
SRS630561	GTEX.14BMU.0926.SM.5S2QB.1	paired
SRS648384	GTEX.14ICL.0526.SM.5RQJ6.1	paired
SRS408457	GTEX.N7MS.1126.SM.3LK5E.1	paired
SRS408452	GTEX.OHPJ.1326.SM.3MJHG.1	paired
SRS524460	GTEX.PSDG.1426.SM.48TD1.1	paired
SRS524843	GTEX.PWCY.0726.SM.48TCS.1	paired
SRS524627	GTEX.PX3G.0726.SM.48TZT.1	paired
SRS524661	GTEX.QLQ7.1026.SM.447BB.1	paired
SRS524495	GTEX.QXCU.1126.SM.48FE5.1	paired
SRS526713	GTEX.REY6.1326.SM.48FDO.1	paired
SRS524586	GTEX.RNOR.1226.SM.48FDQ.1	paired
SRS525201	GTEX.RU72.0826.SM.46MUS.1	paired
SRS524666	GTEX.RUSQ.0926.SM.47JWU.1	paired
SRS524549	GTEX.RVPV.0526.SM.47JYL.1	paired
SRS524894	GTEX.RWS6.0726.SM.47JXI.1	paired
SRS525182	GTEX.S4P3.0526.SM.4AD58.1	paired
SRS524584	GTEX.S4Q7.0526.SM.4AD5N.1	paired
SRS524696	GTEX.SUCS.0726.SM.4DM7J.1	paired
SRS524970	GTEX.T2IS.0926.SM.4DM5B.1	paired
SRS534957	GTEX.TMMY.1126.SM.4DXSX.1	paired
SRS524981	GTEX.U4B1.0926.SM.4DXUV.1	paired
SRS524983	GTEX.UJMC.0926.SM.4IHLK.1	paired
SRS524677	GTEX.VJYA.0726.SM.4KL1T.1	paired
SRS524636	GTEX.WFG8.1026.SM.4LVMZ.1	paired
SRS525195	GTEX.WFJO.0726.SM.4LVM8.1	paired
SRS526702	GTEX.WH7G.0926.SM.4LVMJ.1	paired
SRS628416	GTEX.WHSE.1426.SM.4M1XG.1	paired
SRS629552	GTEX.WOFM.0626.SM.4OOS3.1	paired
SRS648621	GTEX.WY7C.0826.SM.4ONCG.1	paired
SRS629822	GTEX.WYVS.0726.SM.4ONDO.1	paired
SRS626248	GTEX.X15G.1026.SM.4PQZF.1	paired
SRS524822	GTEX.X585.1226.SM.46MW7.1	paired
SRS524479	GTEX.XK95.1026.SM.4GIDV.1	paired
SRS524944	GTEX.XPVG.1426.SM.4B668.1	paired
SRS526242	GTEX.XQ3S.1026.SM.4BOPJ.1	paired
SRS528006	GTEX.XUJ4.1026.SM.4BOPB.1	paired
SRS526587	GTEX.XUJ4.1126.SM.4BOPC.1	paired
SRS524979	GTEX.XUZC.0326.SM.4BOO8.1	paired
SRS645786	GTEX.YB5E.1026.SM.5IFI2.1	paired
SRS644189	GTEX.YB5K.0626.SM.5LUB5.1	paired
SRS633715	GTEX.YEC3.1926.SM.4WWF5.1	paired
SRS629865	GTEX.YFCO.0526.SM.4W1ZJ.1	paired
SRS644628	GTEX.ZAB5.1226.SM.5P9FY.1	paired
SRS648594	GTEX.ZAK1.1826.SM.5HL93.1	paired
SRS648586	GTEX.ZC5H.1326.SM.5HL7E.1	paired
SRS629610	GTEX.ZF29.1326.SM.4WWB6.1	paired
SRS636112	GTEX.ZF2S.1326.SM.4WWAZ.1	paired
SRS626197	GTEX.ZGAY.1526.SM.4WWEO.1	paired
SRS649672	GTEX.ZP4G.0926.SM.4WWF4.1	paired
SRS644482	GTEX.ZP4G.1126.SM.4WWCI.1	paired
SRS631487	GTEX.ZPCL.1226.SM.4WWFF.1	paired
SRS629554	GTEX.ZT9W.1426.SM.4YCD2.1	paired
SRS644110	GTEX.ZTPG.1626.SM.5DUX2.1	paired
SRS644699	GTEX.ZVT2.1326.SM.5E45H.1	paired
SRS644052	GTEX.ZYFG.1126.SM.5GICY.1	paired
SRS408352	GTEX.OHPK.2326.SM.3MJH2.1	paired
SRS524540	GTEX.S32W.1326.SM.4AD5Q.1	paired
SRS524803	GTEX.S341.0826.SM.4AD73.1	paired
SRS526660	GTEX.SE5C.0926.SM.4BRUF.1	paired
SRS524855	GTEX.T5JW.0326.SM.4DM6J.1	paired
SRS524423	GTEX.T6MO.1026.SM.4DM72.1	paired
SRS524311	GTEX.U3ZN.1126.SM.4DXUL.1	paired
SRS631466	GTEX.1117F.0726.SM.5GIEN.1	paired
SRS626265	GTEX.1122O.0826.SM.5GICV.1	paired
SRS645993	GTEX.11DXX.0326.SM.5PNWC.1	paired
SRS630103	GTEX.11EQ8.1326.SM.5EGJQ.1	paired
SRS634798	GTEX.11ZVC.0526.SM.5N9G1.1	paired
SRS627528	GTEX.12WSA.1126.SM.5EGKU.1	paired
SRS635406	GTEX.12WSI.0426.SM.5EQ5J.1	paired
SRS624497	GTEX.131XG.0626.SM.5GCMP.1	paired
SRS634359	GTEX.132AR.1926.SM.5EGK5.1	paired
SRS639403	GTEX.132QS.0526.SM.5IJC7.1	paired
SRS645978	GTEX.1399S.0826.SM.5KM23.1	paired
SRS628791	GTEX.13D11.1526.SM.5J2NA.1	paired
SRS644516	GTEX.13N1W.0926.SM.5MR36.1	paired
SRS636707	GTEX.13NYB.0326.SM.5IJDP.1	paired
SRS649622	GTEX.13NYS.1926.SM.5IJCB.1	paired
SRS634844	GTEX.13NZA.0826.SM.5K7WS.1	paired
SRS648316	GTEX.13NZB.0426.SM.5KM26.1	paired
SRS649746	GTEX.13OW7.1626.SM.5IJDH.1	paired
SRS637736	GTEX.13S86.0326.SM.5SI6K.1	paired
SRS644201	GTEX.13U4I.0626.SM.5LU5L.1	paired
SRS648758	GTEX.13VXT.0726.SM.5SIAD.1	paired
SRS644167	GTEX.145LS.1326.SM.5Q5EP.1	paired
SRS625588	GTEX.145MN.0726.SM.5NQBH.1	paired
SRS644472	GTEX.146FH.1026.SM.5RQIF.1	paired
SRS627077	GTEX.147F4.1226.SM.5NQAY.1	paired
SRS627420	GTEX.148VI.0326.SM.5RQK7.1	paired
SRS333278	GTEX.NPJ8.0426.SM.2HMK6.1	paired
SRS625634	GTEX.OOBJ.0326.SM.5SI84.1	paired
SRS333356	GTEX.OXRK.0826.SM.2HMK7.1	paired
SRS333420	GTEX.P4PP.0326.SM.2HML9.1	paired
SRS333572	GTEX.P4QS.0326.SM.2I3EU.1	paired
SRS333602	GTEX.PLZ5.0626.SM.2I5F8.1	paired
SRS333474	GTEX.POMQ.0326.SM.2I5FO.1	paired
SRS389073	GTEX.PVOW.0426.SM.2XCF8.1	paired
SRS333526	GTEX.PWCY.0526.SM.2I3ER.1	paired
SRS333051	GTEX.QMRM.0526.SM.2I5GA.1	single
SRS374908	GTEX.RUSQ.0526.SM.2TF72.1	paired
SRS389517	GTEX.U3ZN.1426.SM.3DB87.1	paired
SRS389134	GTEX.UJHI.0426.SM.3DB8Y.1	paired
SRS389822	GTEX.V955.0726.SM.3GAFG.1	paired
SRS643968	GTEX.V955.0826.SM.5SI82.1	paired
SRS389976	GTEX.WEY5.0426.SM.3GIKT.1	paired
SRS408350	GTEX.WHSE.0926.SM.3NMBS.1	paired
SRS408380	GTEX.WYBS.1226.SM.3NM9N.1	paired
SRS627922	GTEX.X261.1426.SM.4PQZ1.1	paired
SRS408207	GTEX.X3Y1.0426.SM.3P5Z4.1	paired
SRS408207	GTEX.X3Y1.0426.SM.3P5Z4.2	paired
SRS408207	GTEX.X3Y1.0426.SM.3P5Z4.3	paired
SRS524962	GTEX.X8HC.1626.SM.46MWE.1	paired
SRS1036429	GTEX.XXEK.0926.SM.5S2T8.1	paired
SRS629599	GTEX.Y114.0226.SM.4TT8W.1	paired
SRS648313	GTEX.Y5V6.0826.SM.4VBRU.1	paired
SRS648111	GTEX.YFC4.0426.SM.4TT3J.1	paired
SRS638259	GTEX.Z93S.0326.SM.5HL84.1	paired
SRS643932	GTEX.ZAB4.0926.SM.5CVN4.1	paired
SRS635401	GTEX.ZAB5.0226.SM.5CVMH.1	paired
SRS631394	GTEX.ZAJG.0826.SM.5PNVA.1	paired
SRS649451	GTEX.ZAJG.0926.SM.5Q5AB.1	paired
SRS645867	GTEX.ZF29.0426.SM.4WKFN.1	paired
SRS646065	GTEX.ZVZQ.0726.SM.51MR3.1	paired
SRS629512	GTEX.ZYFG.0526.SM.5GZXX.1	paired
SRS636088	GTEX.ZZPU.1126.SM.5N9CW.1	paired
SRS648365	GTEX.11GS4.2326.SM.5A5KS.1	paired
SRS644537	GTEX.11OF3.1326.SM.5N9FJ.1	paired
SRS648186	GTEX.11TTK.1926.SM.5PNW8.1	paired
SRS644001	GTEX.12696.0926.SM.5FQTV.1	paired
SRS634305	GTEX.12WSG.0826.SM.5EQ5A.1	paired
SRS626848	GTEX.13112.2126.SM.5GCO4.1	paired
SRS649559	GTEX.1399S.0526.SM.5IJG8.1	paired
SRS634805	GTEX.13NYB.1726.SM.5N9G2.1	paired
SRS624987	GTEX.13OVI.1126.SM.5KLZF.1	paired
SRS627875	GTEX.13OVL.1826.SM.5KLZR.1	paired
SRS626190	GTEX.13OW6.1826.SM.5N9F9.1	paired
SRS625327	GTEX.147F4.2626.SM.5Q5CS.1	paired
SRS645741	GTEX.1497J.0826.SM.5NQAJ.1	paired
SRS408255	GTEX.N7MS.1626.SM.3LK5F.1	paired
SRS408907	GTEX.NPJ8.2226.SM.3TW8D.1	paired
SRS408258	GTEX.P4QS.1126.SM.3NMD5.1	paired
SRS527998	GTEX.QDVN.1626.SM.48TZC.1	paired
SRS525140	GTEX.RN64.1626.SM.48FD7.1	paired
SRS524330	GTEX.T5JC.1526.SM.4DM68.1	paired
SRS524938	GTEX.UPIC.1126.SM.4IHLO.1	paired
SRS644205	GTEX.WI4N.2026.SM.4OOS7.1	paired
SRS649773	GTEX.Y5V6.2026.SM.5IFHO.1	paired
SRS645919	GTEX.ZC5H.1726.SM.5HL7X.1	paired
SRS630058	GTEX.ZDXO.0226.SM.4WKH7.1	paired
SRS637657	GTEX.ZE9C.1426.SM.4WKGM.1	paired
SRS643981	GTEX.ZLFU.0926.SM.5P9F8.1	paired
SRS644128	GTEX.ZYFG.1626.SM.5GZYY.1	paired
SRS624047	GTEX.11GSP.0626.SM.5986T.1	paired
SRS623952	GTEX.11TT1.1726.SM.5EQLJ.1	paired
SRS634153	GTEX.11ZVC.0726.SM.5FQT9.1	paired
SRS650178	GTEX.12WSM.0726.SM.5GCOW.1	paired
SRS627397	GTEX.13113.1326.SM.5GCOI.1	paired
SRS637625	GTEX.139UC.1426.SM.5IJGH.1	paired
SRS639143	GTEX.13FTW.1126.SM.5J2NV.1	paired
SRS625207	GTEX.13O1R.2026.SM.5KM3N.1	paired
SRS629221	GTEX.13OVJ.1026.SM.5IFGI.1	paired
SRS638031	GTEX.13VXU.0926.SM.5IFFH.1	paired
SRS624515	GTEX.146FH.1526.SM.5NQBU.1	paired
SRS625638	GTEX.147F4.1426.SM.5LUA8.1	paired
SRS638120	GTEX.14AS3.0126.SM.5Q5F4.1	paired
SRS627856	GTEX.14DAQ.1726.SM.5S2R2.1	paired
SRS526710	GTEX.PWOO.0826.SM.48TCL.1	paired
SRS628435	GTEX.QV44.0326.SM.4R1KD.1	paired
SRS524324	GTEX.R53T.0326.SM.48FEC.1	paired
SRS524992	GTEX.S4Z8.0526.SM.4AD4T.1	paired
SRS534953	GTEX.TKQ2.1726.SM.4DXUP.1	paired
SRS526004	GTEX.VUSG.0126.SM.4KL1X.1	paired
SRS629424	GTEX.WYVS.1926.SM.4SOIC.1	paired
SRS524515	GTEX.X4XY.1626.SM.46MVN.1	paired
SRS525377	GTEX.XXEK.1126.SM.4BRUX.1	paired
SRS644414	GTEX.Y5LM.0426.SM.4VBRO.1	paired
SRS645880	GTEX.Y5V5.0926.SM.4VBPZ.1	paired
SRS644155	GTEX.YFC4.1526.SM.5IFJS.1	paired
SRS648771	GTEX.ZAB4.0826.SM.5LU9D.1	paired
SRS645869	GTEX.ZTPG.1426.SM.51MT3.1	paired
SRS634799	GTEX.ZYT6.0626.SM.5E45V.1	paired
SRS629380	GTEX.ZYY3.0626.SM.5NQ6W.1	paired
SRS623978	GTEX.111YS.0626.SM.5GZXV.1	paired
SRS623969	GTEX.11I78.0126.SM.5HL6F.1	paired
SRS631281	GTEX.11NV4.1126.SM.5HL6J.1	paired
SRS644207	GTEX.11ZTS.1226.SM.5EQMQ.1	paired
SRS636686	GTEX.12WSD.0826.SM.5GCNE.1	paired
SRS631256	GTEX.13113.0426.SM.5GCOD.1	paired
SRS645709	GTEX.139TT.0726.SM.5K7XW.1	paired
SRS648919	GTEX.13FHP.0726.SM.5K7YI.1	paired
SRS644076	GTEX.13O61.0726.SM.5J2MD.1	paired
SRS639375	GTEX.13OVJ.0726.SM.5KM1W.1	paired
SRS649669	GTEX.148VI.0226.SM.5RQKA.1	paired
SRS644521	GTEX.NL3G.0526.SM.4RTWW.1	paired
SRS333263	GTEX.O5YV.0526.SM.2D7VZ.1	paired
SRS333310	GTEX.OHPJ.1026.SM.2HMLE.1	paired
SRS333328	GTEX.P4PP.0526.SM.2HMKE.1	paired
SRS333638	GTEX.P4QS.0526.SM.2I3ET.1	paired
SRS333574	GTEX.PLZ5.0726.SM.2I5F9.1	paired
SRS332976	GTEX.Q2AG.1026.SM.2HMJX.1	paired
SRS333027	GTEX.QDVN.0726.SM.2I3FO.1	paired
SRS389859	GTEX.SUCS.0626.SM.32PM5.1	paired
SRS389877	GTEX.T2IS.0526.SM.32QP9.1	paired
SRS1037841	GTEX.T6MN.0826.SM.5S2SK.1	paired
SRS524320	GTEX.TML8.0326.SM.4GICN.1	paired
SRS629887	GTEX.TMMY.0926.SM.4TT1Z.1	paired
SRS389904	GTEX.U8T8.2226.SM.3DB95.1	paired
SRS637907	GTEX.WH7G.0726.SM.5EGIX.1	paired
SRS1037000	GTEX.XXEK.0626.SM.5S2SZ.1	paired
SRS629275	GTEX.YECK.0926.SM.4W214.1	paired
SRS646086	GTEX.ZTPG.0926.SM.5O99H.1	paired
SRS648756	GTEX.ZYWO.0826.SM.5E45W.1	paired
SRS637863	GTEX.11GSO.2526.SM.5PNVX.1	paired
